scen,country,period,gini,region,dgini_edu,dgini_eduspend,gini_nomig,relgini,worldregion,reldif
SSP1,LBN,2015,0.425524555,422,,,,,ASIA,
SSP1,LBR,2015,0.420438355,430,,,,,AFR,
SSP1,LBY,2015,0.410875223,434,,,,,AFR,
SSP1,LCA,2015,0.42141647,662,,,,,LAC,
SSP1,LKA,2015,0.433219063,144,,,,,ASIA,
SSP1,LSO,2015,0.600147522,426,,,,,AFR,
SSP1,LTU,2015,0.36288704,440,,,,,EUR,
SSP1,LUX,2015,0.27485163,442,,,,,EUR,
SSP1,LVA,2015,0.361136997,428,,,,,EUR,
SSP1,MAC,2015,0.437383119,446,,,,,ASIA,
SSP1,MAR,2015,0.463160022,504,,,,,AFR,
SSP1,MDA,2015,0.305379078,498,,,,,EUR,
SSP1,MDG,2015,0.46214627,450,,,,,AFR,
SSP1,MDV,2015,0.423372701,462,,,,,ASIA,
SSP1,MEX,2015,0.54901955,484,,,,,LAC,
SSP1,MKD,2015,0.441336997,807,,,,,EUR,
SSP1,MLI,2015,0.386187443,466,,,,,AFR,
SSP1,MLT,2015,0.27624931,470,,,,,EUR,
SSP1,MMR,2015,0.436283825,104,,,,,ASIA,
SSP1,MNE,2015,0.302087443,499,,,,,EUR,
SSP1,MNG,2015,0.394587443,496,,,,,ASIA,
SSP1,MOZ,2015,0.513871928,508,,,,,AFR,
SSP1,MRT,2015,0.430219509,478,,,,,AFR,
SSP1,MUS,2015,0.413868679,480,,,,,AFR,
SSP1,MWI,2015,0.519490782,454,,,,,AFR,
SSP1,MYS,2015,0.520947522,458,,,,,ASIA,
SSP1,NAM,2015,0.668047522,516,,,,,AFR,
SSP1,NCL,2015,0.417696501,540,,,,,OCE,
SSP1,NER,2015,0.370287443,562,,,,,AFR,
SSP1,NGA,2015,0.487621767,566,,,,,AFR,
SSP1,NIC,2015,0.454476038,558,,,,,LAC,
SSP1,NLD,2015,0.2667177,528,,,,,EUR,
SSP1,NOR,2015,0.256667788,578,,,,,EUR,
SSP1,NPL,2015,0.383287443,524,,,,,ASIA,
SSP1,NZL,2015,0.32746208,554,,,,,OCE,
SSP1,OMN,2015,0.410875223,512,,,,,ASIA,
SSP1,PAK,2015,0.351687443,586,,,,,ASIA,
SSP1,PAN,2015,0.53899742,591,,,,,LAC,
SSP1,PER,2015,0.47443909,604,,,,,LAC,
SSP1,PHL,2015,0.43025288,608,,,,,ASIA,
SSP1,PNG,2015,0.496949303,598,,,,,OCE,
SSP1,POL,2015,0.36800514,616,,,,,EUR,
SSP1,PRI,2015,0.558836997,630,,,,,LAC,
SSP1,PRT,2015,0.36372955,620,,,,,EUR,
SSP1,PRY,2015,0.524347522,600,,,,,LAC,
SSP1,PSE,2015,0.400387443,275,,,,,ASIA,
SSP1,PYF,2015,0.417696501,258,,,,,OCE,
SSP1,QAT,2015,0.459555568,634,,,,,ASIA,
SSP1,ROU,2015,0.273367788,642,,,,,EUR,
SSP1,RUS,2015,0.411236997,643,,,,,ASIA,
SSP1,RWA,2015,0.571747522,646,,,,,AFR,
SSP1,SAU,2015,0.410875223,682,,,,,ASIA,
SSP1,SDN,2015,0.409337591,729,,,,,AFR,
SSP1,SEN,2015,0.458203897,686,,,,,AFR,
SSP1,SGP,2015,0.531347522,702,,,,,ASIA,
SSP1,SLB,2015,0.458605559,90,,,,,OCE,
SSP1,SLE,2015,0.395687443,694,,,,,AFR,
SSP1,SLV,2015,0.419949297,222,,,,,LAC,
SSP1,SOM,2015,0.454141212,706,,,,,AFR,
SSP1,SRB,2015,0.296356229,688,,,,,EUR,
SSP1,STP,2015,0.363987443,678,,,,,AFR,
SSP1,SUR,2015,0.574447522,740,,,,,LAC,
SSP1,SVK,2015,0.27866465,703,,,,,EUR,
SSP1,SVN,2015,0.249967788,705,,,,,EUR,
SSP1,SWE,2015,0.273667788,752,,,,,EUR,
